Bootstrap Iteration,Records,Positive Targets,SHAP Rank Correlation,Top Feature Overlap,Top Feature Overlap Percentage
126,6881,381,0.9761904761904763,4,100.0
127,6881,381,0.9761904761904763,4,100.0
128,6881,381,1.0,4,100.0
129,6881,381,0.9761904761904763,4,100.0
130,6881,381,0.9761904761904763,4,100.0
131,6881,381,1.0,4,100.0
132,6881,381,1.0,4,100.0
133,6881,381,1.0,4,100.0
134,6881,381,1.0,4,100.0
135,6881,381,1.0,4,100.0
136,6881,381,1.0,4,100.0
137,6881,381,1.0,4,100.0
138,6881,381,0.9761904761904763,4,100.0
139,6881,381,1.0,4,100.0
140,6881,381,0.9761904761904763,4,100.0
141,6881,381,1.0,4,100.0
142,6881,381,1.0,4,100.0
143,6881,381,0.9761904761904763,4,100.0
144,6881,381,0.9761904761904763,4,100.0
145,6881,381,0.9761904761904763,4,100.0
146,6881,381,0.9761904761904763,4,100.0
147,6881,381,1.0,4,100.0
148,6881,381,1.0,4,100.0
149,6881,381,1.0,4,100.0
150,6881,381,1.0,4,100.0
151,6881,381,0.9761904761904763,4,100.0
152,6881,381,0.9761904761904763,4,100.0
153,6881,381,1.0,4,100.0
154,6881,381,1.0,4,100.0
155,6881,381,1.0,4,100.0
156,6881,381,1.0,4,100.0
157,6881,381,0.9761904761904763,4,100.0
158,6881,381,1.0,4,100.0
159,6881,381,1.0,4,100.0
160,6881,381,1.0,4,100.0
161,6881,381,0.9761904761904763,4,100.0
162,6881,381,0.9761904761904763,4,100.0
163,6881,381,1.0,4,100.0
164,6881,381,1.0,4,100.0
165,6881,381,0.9761904761904763,4,100.0
166,6881,381,0.9761904761904763,4,100.0
167,6881,381,0.9761904761904763,4,100.0
168,6881,381,1.0,4,100.0
169,6881,381,0.9761904761904763,4,100.0
170,6881,381,1.0,4,100.0
171,6881,381,0.9761904761904763,4,100.0
172,6881,381,1.0,4,100.0
173,6881,381,1.0,4,100.0
174,6881,381,1.0,4,100.0
175,6881,381,0.9761904761904763,4,100.0
176,6881,381,0.9761904761904763,4,100.0
177,6881,381,0.9761904761904763,4,100.0
178,6881,381,1.0,4,100.0
179,6881,381,1.0,4,100.0
180,6881,381,1.0,4,100.0
181,6881,381,1.0,4,100.0
182,6881,381,0.9761904761904763,4,100.0
183,6881,381,0.9761904761904763,4,100.0
184,6881,381,0.9761904761904763,4,100.0
185,6881,381,1.0,4,100.0
186,6881,381,1.0,4,100.0
187,6881,381,0.9761904761904763,4,100.0
188,6881,381,1.0,4,100.0
189,6881,381,1.0,4,100.0
190,6881,381,1.0,4,100.0
191,6881,381,0.9761904761904763,4,100.0
192,6881,381,1.0,4,100.0
193,6881,381,1.0,4,100.0
194,6881,381,1.0,4,100.0
195,6881,381,0.9761904761904763,4,100.0
196,6881,381,1.0,4,100.0
197,6881,381,1.0,4,100.0
198,6881,381,1.0,4,100.0
199,6881,381,0.9761904761904763,4,100.0
200,6881,381,1.0,4,100.0
201,6881,381,1.0,4,100.0
202,6881,381,1.0,4,100.0
203,6881,381,1.0,4,100.0
204,6881,381,0.9285714285714287,3,75.0
205,6881,381,1.0,4,100.0
206,6881,381,1.0,4,100.0
207,6881,381,1.0,4,100.0
208,6881,381,1.0,4,100.0
209,6881,381,1.0,4,100.0
210,6881,381,1.0,4,100.0
211,6881,381,0.9761904761904763,4,100.0
212,6881,381,1.0,4,100.0
213,6881,381,1.0,4,100.0
214,6881,381,1.0,4,100.0
215,6881,381,0.9761904761904763,4,100.0
216,6881,381,1.0,4,100.0
217,6881,381,1.0,4,100.0
218,6881,381,0.9761904761904763,4,100.0
219,6881,381,0.9761904761904763,4,100.0
220,6881,381,0.9761904761904763,4,100.0
221,6881,381,1.0,4,100.0
222,6881,381,0.9761904761904763,4,100.0
223,6881,381,1.0,4,100.0
224,6881,381,0.9761904761904763,4,100.0
225,6881,381,0.9761904761904763,4,100.0
226,6881,381,0.9761904761904763,4,100.0
227,6881,381,1.0,4,100.0
228,6881,381,1.0,4,100.0
229,6881,381,1.0,4,100.0
230,6881,381,1.0,4,100.0
231,6881,381,0.9761904761904763,4,100.0
232,6881,381,1.0,4,100.0
233,6881,381,1.0,4,100.0
234,6881,381,1.0,4,100.0
235,6881,381,1.0,4,100.0
236,6881,381,1.0,4,100.0
237,6881,381,0.9761904761904763,4,100.0
238,6881,381,1.0,4,100.0
239,6881,381,1.0,4,100.0
240,6881,381,1.0,4,100.0
241,6881,381,1.0,4,100.0
242,6881,381,0.9761904761904763,4,100.0
243,6881,381,1.0,4,100.0
244,6881,381,1.0,4,100.0
245,6881,381,1.0,4,100.0
246,6881,381,0.9761904761904763,4,100.0
247,6881,381,1.0,4,100.0
248,6881,381,1.0,4,100.0
249,6881,381,1.0,4,100.0
250,6881,381,0.9761904761904763,4,100.0
251,6881,381,1.0,4,100.0
252,6881,381,1.0,4,100.0
253,6881,381,1.0,4,100.0
254,6881,381,1.0,4,100.0
255,6881,381,1.0,4,100.0
256,6881,381,1.0,4,100.0
257,6881,381,0.9761904761904763,4,100.0
258,6881,381,0.9761904761904763,4,100.0
259,6881,381,1.0,4,100.0
260,6881,381,0.9761904761904763,4,100.0
261,6881,381,0.9761904761904763,4,100.0
262,6881,381,0.9761904761904763,4,100.0
263,6881,381,0.9761904761904763,4,100.0
264,6881,381,0.9761904761904763,4,100.0
265,6881,381,0.9761904761904763,4,100.0
266,6881,381,1.0,4,100.0
267,6881,381,0.9761904761904763,4,100.0
268,6881,381,0.9761904761904763,4,100.0
269,6881,381,0.9761904761904763,4,100.0
270,6881,381,1.0,4,100.0
271,6881,381,0.9761904761904763,4,100.0
272,6881,381,1.0,4,100.0
273,6881,381,0.9761904761904763,4,100.0
274,6881,381,1.0,4,100.0
275,6881,381,1.0,4,100.0
276,6881,381,1.0,4,100.0
277,6881,381,1.0,4,100.0
278,6881,381,0.9761904761904763,4,100.0
279,6881,381,1.0,4,100.0
280,6881,381,1.0,4,100.0
281,6881,381,0.9761904761904763,4,100.0
282,6881,381,1.0,4,100.0
283,6881,381,0.9761904761904763,4,100.0
284,6881,381,0.9761904761904763,4,100.0
285,6881,381,0.9761904761904763,4,100.0
286,6881,381,1.0,4,100.0
287,6881,381,0.9761904761904763,4,100.0
288,6881,381,1.0,4,100.0
289,6881,381,1.0,4,100.0
290,6881,381,1.0,4,100.0
291,6881,381,1.0,4,100.0
292,6881,381,1.0,4,100.0
293,6881,381,0.9761904761904763,4,100.0
294,6881,381,1.0,4,100.0
295,6881,381,0.9761904761904763,4,100.0
296,6881,381,0.9761904761904763,4,100.0
297,6881,381,0.9285714285714287,3,75.0
298,6881,381,1.0,4,100.0
299,6881,381,1.0,4,100.0
300,6881,381,1.0,4,100.0
301,6881,381,1.0,4,100.0
302,6881,381,0.9761904761904763,4,100.0
303,6881,381,1.0,4,100.0
304,6881,381,1.0,4,100.0
305,6881,381,1.0,4,100.0
306,6881,381,1.0,4,100.0
307,6881,381,0.9761904761904763,4,100.0
308,6881,381,0.9761904761904763,4,100.0
309,6881,381,0.9761904761904763,4,100.0
310,6881,381,1.0,4,100.0
311,6881,381,0.9761904761904763,4,100.0
312,6881,381,0.9761904761904763,4,100.0
313,6881,381,1.0,4,100.0
314,6881,381,1.0,4,100.0
315,6881,381,0.9761904761904763,4,100.0
316,6881,381,0.9761904761904763,4,100.0
317,6881,381,1.0,4,100.0
318,6881,381,1.0,4,100.0
319,6881,381,0.9761904761904763,4,100.0
320,6881,381,1.0,4,100.0
321,6881,381,1.0,4,100.0
322,6881,381,0.9761904761904763,4,100.0
323,6881,381,1.0,4,100.0
324,6881,381,0.9761904761904763,4,100.0
325,6881,381,0.9761904761904763,4,100.0
326,6881,381,0.9761904761904763,4,100.0
327,6881,381,0.9761904761904763,4,100.0
328,6881,381,0.9761904761904763,4,100.0
329,6881,381,1.0,4,100.0
330,6881,381,1.0,4,100.0
331,6881,381,0.9761904761904763,4,100.0
332,6881,381,0.9285714285714287,3,75.0
333,6881,381,0.9761904761904763,4,100.0
334,6881,381,1.0,4,100.0
335,6881,381,0.9761904761904763,4,100.0
336,6881,381,0.9761904761904763,4,100.0
337,6881,381,0.9761904761904763,4,100.0
338,6881,381,1.0,4,100.0
339,6881,381,1.0,4,100.0
340,6881,381,0.9761904761904763,4,100.0
341,6881,381,1.0,4,100.0
342,6881,381,1.0,4,100.0
343,6881,381,0.9761904761904763,4,100.0
344,6881,381,1.0,4,100.0
345,6881,381,0.9761904761904763,4,100.0
346,6881,381,0.9761904761904763,4,100.0
347,6881,381,0.9761904761904763,4,100.0
348,6881,381,1.0,4,100.0
349,6881,381,0.9761904761904763,4,100.0
350,6881,381,1.0,4,100.0
351,6881,381,0.9761904761904763,4,100.0
352,6881,381,1.0,4,100.0
353,6881,381,0.9761904761904763,4,100.0
354,6881,381,0.9761904761904763,4,100.0
355,6881,381,0.9761904761904763,4,100.0
356,6881,381,0.9761904761904763,4,100.0
357,6881,381,1.0,4,100.0
358,6881,381,0.9761904761904763,4,100.0
359,6881,381,0.9761904761904763,4,100.0
360,6881,381,1.0,4,100.0
361,6881,381,1.0,4,100.0
362,6881,381,1.0,4,100.0
363,6881,381,1.0,4,100.0
364,6881,381,1.0,4,100.0
365,6881,381,1.0,4,100.0
366,6881,381,0.9761904761904763,4,100.0
367,6881,381,0.9761904761904763,4,100.0
368,6881,381,1.0,4,100.0
369,6881,381,1.0,4,100.0
370,6881,381,0.9761904761904763,4,100.0
371,6881,381,1.0,4,100.0
372,6881,381,1.0,4,100.0
373,6881,381,0.9761904761904763,4,100.0
374,6881,381,0.9761904761904763,4,100.0
375,6881,381,1.0,4,100.0
376,6881,381,1.0,4,100.0
377,6881,381,1.0,4,100.0
378,6881,381,1.0,4,100.0
379,6881,381,0.9761904761904763,4,100.0
380,6881,381,0.9761904761904763,4,100.0
381,6881,381,1.0,4,100.0
382,6881,381,1.0,4,100.0
383,6881,381,0.9761904761904763,4,100.0
384,6881,381,0.9761904761904763,4,100.0
385,6881,381,1.0,4,100.0
386,6881,381,1.0,4,100.0
387,6881,381,0.9761904761904763,4,100.0
388,6881,381,1.0,4,100.0
389,6881,381,0.9761904761904763,4,100.0
390,6881,381,0.9761904761904763,4,100.0
391,6881,381,0.9761904761904763,4,100.0
392,6881,381,0.9761904761904763,4,100.0
393,6881,381,1.0,4,100.0
394,6881,381,1.0,4,100.0
395,6881,381,0.9761904761904763,4,100.0
396,6881,381,0.9761904761904763,4,100.0
397,6881,381,0.9761904761904763,4,100.0
398,6881,381,0.9761904761904763,4,100.0
399,6881,381,1.0,4,100.0
400,6881,381,0.9761904761904763,4,100.0
401,6881,381,0.9761904761904763,4,100.0
402,6881,381,0.9761904761904763,4,100.0
403,6881,381,1.0,4,100.0
404,6881,381,0.9761904761904763,4,100.0
405,6881,381,0.9761904761904763,4,100.0
406,6881,381,1.0,4,100.0
407,6881,381,1.0,4,100.0
408,6881,381,0.9761904761904763,4,100.0
409,6881,381,1.0,4,100.0
410,6881,381,0.9761904761904763,4,100.0
411,6881,381,1.0,4,100.0
412,6881,381,0.9761904761904763,4,100.0
413,6881,381,0.9761904761904763,4,100.0
414,6881,381,1.0,4,100.0
415,6881,381,1.0,4,100.0
416,6881,381,1.0,4,100.0
417,6881,381,0.9761904761904763,4,100.0
418,6881,381,1.0,4,100.0
419,6881,381,1.0,4,100.0
420,6881,381,0.9761904761904763,4,100.0
421,6881,381,0.9761904761904763,4,100.0
422,6881,381,1.0,4,100.0
423,6881,381,1.0,4,100.0
424,6881,381,1.0,4,100.0
425,6881,381,0.9761904761904763,4,100.0
426,6881,381,0.9761904761904763,4,100.0
427,6881,381,0.9761904761904763,4,100.0
428,6881,381,1.0,4,100.0
429,6881,381,0.9761904761904763,4,100.0
430,6881,381,1.0,4,100.0
431,6881,381,0.9761904761904763,4,100.0
432,6881,381,1.0,4,100.0
433,6881,381,1.0,4,100.0
434,6881,381,0.9761904761904763,4,100.0
435,6881,381,1.0,4,100.0
436,6881,381,1.0,4,100.0
437,6881,381,1.0,4,100.0
438,6881,381,1.0,4,100.0
439,6881,381,1.0,4,100.0
440,6881,381,0.9761904761904763,4,100.0
441,6881,381,0.9761904761904763,4,100.0
442,6881,381,1.0,4,100.0
443,6881,381,0.9761904761904763,4,100.0
444,6881,381,0.9761904761904763,4,100.0
445,6881,381,1.0,4,100.0
446,6881,381,1.0,4,100.0
447,6881,381,0.9761904761904763,4,100.0
448,6881,381,0.9761904761904763,4,100.0
449,6881,381,0.9761904761904763,4,100.0
450,6881,381,0.9761904761904763,4,100.0
451,6881,381,0.9761904761904763,4,100.0
452,6881,381,0.9761904761904763,4,100.0
453,6881,381,1.0,4,100.0
454,6881,381,0.9761904761904763,4,100.0
455,6881,381,0.9761904761904763,4,100.0
456,6881,381,0.9761904761904763,4,100.0
457,6881,381,1.0,4,100.0
458,6881,381,0.9761904761904763,4,100.0
459,6881,381,0.9761904761904763,4,100.0
460,6881,381,1.0,4,100.0
461,6881,381,1.0,4,100.0
462,6881,381,0.9761904761904763,4,100.0
463,6881,381,0.9761904761904763,4,100.0
464,6881,381,0.9761904761904763,4,100.0
465,6881,381,1.0,4,100.0
466,6881,381,1.0,4,100.0
467,6881,381,0.9761904761904763,4,100.0
468,6881,381,1.0,4,100.0
469,6881,381,0.9761904761904763,4,100.0
470,6881,381,0.9761904761904763,4,100.0
471,6881,381,1.0,4,100.0
472,6881,381,1.0,4,100.0
473,6881,381,0.9761904761904763,4,100.0
474,6881,381,0.9761904761904763,4,100.0
475,6881,381,0.9761904761904763,4,100.0
476,6881,381,0.9761904761904763,4,100.0
477,6881,381,0.9761904761904763,4,100.0
478,6881,381,0.9761904761904763,4,100.0
479,6881,381,0.9761904761904763,4,100.0
480,6881,381,1.0,4,100.0
481,6881,381,0.9761904761904763,4,100.0
482,6881,381,1.0,4,100.0
483,6881,381,0.9761904761904763,4,100.0
484,6881,381,0.9285714285714287,3,75.0
485,6881,381,1.0,4,100.0
486,6881,381,0.9761904761904763,4,100.0
487,6881,381,0.9761904761904763,4,100.0
488,6881,381,1.0,4,100.0
489,6881,381,1.0,4,100.0
490,6881,381,1.0,4,100.0
491,6881,381,1.0,4,100.0
492,6881,381,1.0,4,100.0
493,6881,381,1.0,4,100.0
494,6881,381,0.9761904761904763,4,100.0
495,6881,381,1.0,4,100.0
496,6881,381,0.9761904761904763,4,100.0
497,6881,381,1.0,4,100.0
498,6881,381,0.9761904761904763,4,100.0
499,6881,381,0.9761904761904763,4,100.0
500,6881,381,0.9761904761904763,4,100.0
